image,image_num,likely_role,paired_image_by_rule,paired_image_exists,confidence,basis
IMG_3503.JPG,3503,likely_sortie_front_form,IMG_3504.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3506.JPG,3506,likely_sortie_front_form,IMG_3507.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3507.JPG,3507,likely_sortie_front_form,IMG_3508.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3508.JPG,3508,likely_sortie_front_form,IMG_3509.JPG,no,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3514.JPG,3514,likely_sortie_front_form,IMG_3515.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3517.JPG,3517,likely_sortie_front_form,IMG_3518.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3521.JPG,3521,likely_sortie_front_form,IMG_3522.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3523.JPG,3523,likely_sortie_front_form,IMG_3524.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3524.JPG,3524,likely_sortie_front_form,IMG_3525.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3530.JPG,3530,likely_sortie_front_form,IMG_3531.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3535.JPG,3535,likely_sortie_front_form,IMG_3536.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3537.JPG,3537,likely_sortie_front_form,IMG_3538.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3539.JPG,3539,likely_sortie_front_form,IMG_3540.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3546.JPG,3546,likely_sortie_front_form,IMG_3547.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3547.JPG,3547,likely_sortie_front_form,IMG_3548.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3549.JPG,3549,likely_sortie_front_form,IMG_3550.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3552.JPG,3552,likely_sortie_front_form,IMG_3553.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3553.JPG,3553,likely_sortie_front_form,IMG_3554.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3556.JPG,3556,likely_sortie_front_form,IMG_3557.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3558.JPG,3558,likely_sortie_front_form,IMG_3559.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3559.JPG,3559,likely_sortie_front_form,IMG_3560.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3569.JPG,3569,likely_sortie_front_form,IMG_3570.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3570.JPG,3570,likely_sortie_front_form,IMG_3571.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3575.JPG,3575,likely_sortie_front_form,IMG_3576.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3578.JPG,3578,likely_sortie_front_form,IMG_3579.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3580.JPG,3580,likely_sortie_front_form,IMG_3581.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3586.JPG,3586,likely_sortie_front_form,IMG_3587.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3591.JPG,3591,likely_sortie_front_form,IMG_3592.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3595.JPG,3595,likely_sortie_front_form,IMG_3596.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3597.JPG,3597,likely_sortie_front_form,IMG_3598.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3603.JPG,3603,likely_sortie_front_form,IMG_3604.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3604.JPG,3604,likely_sortie_front_form,IMG_3605.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3605.JPG,3605,likely_sortie_front_form,IMG_3606.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3613.JPG,3613,likely_sortie_front_form,IMG_3614.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3614.JPG,3614,likely_sortie_front_form,IMG_3615.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3616.JPG,3616,likely_sortie_front_form,IMG_3617.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
IMG_3617.JPG,3617,likely_sortie_front_form,IMG_3618.JPG,yes,medium,Folder-wide visual sweep; RAF-style tabular sortie form layout.
